,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags,tokens,contenttypeid_tag
302,1324807,80,"Holiday Inn Resort, Alpensia Pyeongchang (홀리데이인 알펜시아 평창 리조트)","Situated in Alpensia Peyongchang Resort in Daegwallyeong, Gangwon-do, the Holiday Inn Resort is a four-star, deluxe hotel with 214 rooms in the main building alone.

In addition to the main building, the hotel has a separate building where every room is equipped with high-end spa facilities, realizing the dream of a ‘combination hotel and spa.’ This annex is also connected to a conference center (Korea’s largest business facility), which comes equipped with a large banquet room, an audio system allowing for the simultaneous translation of up to 8 different languages, an auditorium, and 13 meeting rooms.

One of the major draws of the resort is the Alpensia Spa. Highly trained therapists at the luxury spa provide world-class spa treatments and massage programs including special programs such as ‘couple’s spa,’ ‘golf spa,’ and ‘spa for expectant mothers.’ Treatments are carried out in an elegant, sunlit room that mimics the ambience of an outdoor spa experience.",http://tong.visitkorea.or.kr/cms/resource/52/1843352_image2_1.jpg,"325, Solbong-ro, Pyeongchang-gun, Gangwon-do",128.6743702048,37.6575030436,alpensia peyongchang resort daegwallyeong gangwondo holiday inn resort fourstar deluxe hotel rooms main building alone addition main building hotel separate building room equipped highend spa facilities realizing dream combination hotel spa annex connected conference center koreas largest business facility comes equipped large banquet room audio system allowing simultaneous translation different languages auditorium meeting rooms major draws resort alpensia spa highly trained therapists luxury spa provide worldclass spa treatments massage programs special programs couples spa golf spa spa expectant mothers treatments carried elegant sunlit room mimics ambience outdoor spa experience,"['accommodation', 'spa', 'treatments', 'building', 'hotel', 'alpensia']",accommodation
303,2542547,80,Hometown Spring [Korea Quality] / 고향의봄 [한국관광 품질인증],"Hometown Spring in Palbongsan Hanok Village, Hongcheon, Gangwon-do, is a hanok pension built using only pine tree timbers and pure red clay quarried from Unduryeong Pass. All rooms have a bathroom and kitchen for guests&rsquo; convenience. In the hanok&rsquo;s yard, you can pitch a tent and watch movies on the screen at night, and campfires and barbecue parties are also fine. Traditional music performances are provided and traditional weddings arranged. Gugokpokpo Falls, Ocean World, and Vivaldi Park are all nearby.",http://tong.visitkorea.or.kr/cms/resource/75/2572275_image2_1.jpg,"984 , Hanchigol-gil, Hongcheon-gun, Gangwon-do",127.7028013794,37.696388491,hometown spring palbongsan hanok village hongcheon gangwondo hanok pension using pine tree timbers pure red clay quarried unduryeong pass rooms bathroom kitchen guestsrsquo convenience hanokrsquos yard pitch tent watch movies screen night campfires barbecue parties fine traditional music performances provided traditional weddings arranged gugokpokpo falls ocean world vivaldi park nearby,"['accommodation', 'hanok', 'traditional', 'gugokpokpo', 'guestsrsquo', 'hanokrsquos']",accommodation
304,2692549,82,Hong Dwaejigukbap (홍돼지국밥본점),"It is a place where you can enjoy rich broth extracted with a special secret method. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is pork and rice soup.",http://tong.visitkorea.or.kr/cms/resource/22/2684522_image2_1.jpg,"237, Gangneung-daero, Gangneung-si, Gangwon-do",128.8961943022,37.7597205228,place rich broth extracted special secret method korean dishes restaurant gangneungsi gangwondo famous menu pork rice soup,"['food', 'extracted', 'secret', 'method', 'broth', 'rich']",food
305,2509783,76,Hongcheon Ginkgo Forest (홍천 은행나무숲),"Hongcheon Ginkgo Forest is only open to the public during the month of October. This private forest was planted and has been maintained by one man for over 30 years. He settled down in the area in 1985 with his wife who suffered from chronic indigestion. He started planting the ginkgo tree seedlings on his spacious field after he heard about the medicinal effects of the mineral waters from Sambong Springwater at the foot of Odaesan Mountain. The forest remained private until 2010, when its popularity spread by word of mouth. Since then, the owner has graciously agreed to open his private land up to the public for free during the month of October, when the whole forest takes on a golden hue.",http://tong.visitkorea.or.kr/cms/resource/15/1850315_image2_1.jpg,"686-4, Gwangwon-ri, Hongcheon-gun, Gangwon-do",128.4707332608,37.8321872306,hongcheon ginkgo forest open public month october private forest planted maintained man years settled wife suffered chronic indigestion started planting ginkgo tree seedlings spacious field heard medicinal effects mineral waters sambong springwater foot odaesan mountain forest remained private popularity spread word mouth graciously agreed open private land public free month october whole forest takes golden hue,"['nature', 'private', 'forest', 'ginkgo', 'month', 'october']",nature
306,1876884,85,Hongcheongang Winter Festival (홍천강 꽁꽁축제),"Hongcheongang Winter Festival takes place every winter to promote Hongcheon trout and the local region. Various programs are prepared, including ice-fishing, indoor fishing and barehanded fishing. In addition, near the venue is Vivaldi Park Resort's Snow World that offers exciting winter activities such as ice sledding, ice skating, and ice hockey as well as other family-friendly programs.",http://tong.visitkorea.or.kr/cms/resource/88/2635488_image2_1.jpg,"59-1, Neobeunae-gil, Hongcheon-gun, Gangwon-do",127.8857961245,37.6882122918,hongcheongang winter festival takes place winter promote hongcheon trout local region programs prepared icefishing indoor fishing barehanded fishing addition venue vivaldi park resorts snow world exciting winter activities ice sledding ice skating ice hockey familyfriendly programs,"['festival', 'ice', 'winter', 'fishing', 'programs', 'hockey']",festival
307,1877434,80,Hotel Amaranth [Korea Quality] / 호텔 아마란스 [한국관광 품질인증],"The hotel was named “amaranth,” meaning “unfading flower or legendary flower,” hoping that it will be an excellent hotel that  maintains its high quality for guests at all times. This medium-sized business and family hotel offers clean and pleasant rooms as well as a view of the beautiful scenery of Seoraksan Mountain. Each room has a small terrace that offers an open view of Ulsanbawi Rock on its right. Guests will find relaxation and peace amid the quiet stillness of the environment, along with clean hotel facilities. Since it is adjacent to the Cheoksan Spa Area of Sokcho, Gangwon-do, guests can reach the mountains, hot springs, sea, and lake within 5~15 minutes by car. It also takes only five minutes to get to Sokcho IC. Hotel Amaranth has acquired certifications such as Accommodation Sanitation Evaluation by Korea Quality in order to provide guests with the ultimate comfort and safety during their stay.",http://tong.visitkorea.or.kr/cms/resource/48/2532148_image2_1.jpg,"55, Oncheon-ro, Sokcho-si, Gangwon-do",128.5487540393,38.1900221646,hotel named amaranth unfading flower legendary flower hoping excellent hotel maintains high quality guests times mediumsized business family hotel clean pleasant rooms view beautiful scenery seoraksan mountain room small terrace open view ulsanbawi rock guests find relaxation peace amid quiet stillness environment clean hotel facilities adjacent cheoksan spa sokcho gangwondo guests reach mountains springs sea lake within minutes car takes five minutes get sokcho ic hotel amaranth acquired certifications accommodation sanitation evaluation quality order provide guests ultimate comfort safety stay,"['accommodation', 'hotel', 'guests', 'amaranth', 'flower', 'quality']",accommodation
308,2701349,80,Hotel East [Korea Quality] / 호텔이스트 (현 애슈리모텔) [한국관광 품질인증/Korea Quality],"Hotel East is a 2-star hotel located 10 mins from Donghae Port and Gamchu Beach by car. In addition, it is close to other famous tourist destinations such as Haesindang, Candlestick Rock, and Hwanseongul Cave, and is a great place for travelers who want cost-effectiveness with clean facilities and quiet surroundings at a reasonable price. The room consists of an ondol room, a standard room, a premium room, and a two-bed room. Ondol rooms are popular for its ample space and warm floors.",http://tong.visitkorea.or.kr/cms/resource/45/2698445_image2_1.jpg,"5031-1, Donghae-daero, Donghae-si, Gangwon-do",129.1094360779,37.4953690931,hotel east star hotel mins donghae port gamchu beach car addition close famous tourist destinations haesindang candlestick rock hwanseongul cave great place travelers want costeffectiveness clean facilities quiet surroundings reasonable price room consists ondol room room premium room twobed room ondol rooms popular ample space warm floors,"['accommodation', 'room', 'ondol', 'hotel', 'ample', 'twobed']",accommodation
309,1342745,80,Hotel Maremons (호텔 마레몬스),"Hotel Maremons is located in the tourist city Sokcho, a city of a thousand historical and cultural heritages. Each of the hotel’s 148 guestrooms offers a panoramic view of Seoraksan Mountain and the East Sea. Daepo Port and Haemaji Park are situated nearby and on clear days guests can watch a beautiful sunrise from the comfort of their rooms. Hotel Maremons offers a variety of rooms and facilities for those hosting seminars and party events. The hotel amenities make a stay here convenient and comfortable.",http://tong.visitkorea.or.kr/cms/resource/58/1183958_image2_1.jpg,"3705, Donghae-daero, Sokcho-si, Gangwon-do",128.6064939569,38.1670370723,hotel maremons tourist city sokcho city thousand historical cultural heritages hotels guestrooms panoramic view seoraksan mountain east sea daepo port haemaji park nearby clear days guests watch beautiful sunrise comfort rooms hotel maremons variety rooms facilities hosting seminars party events hotel amenities make stay convenient comfortable,"['accommodation', 'maremons', 'hotel', 'city', 'haemaji', 'rooms']",accommodation
310,2447393,80,HOTEL TOPSVILLE [Korea Quality] / 호텔탑스빌 [한국관광 품질인증],"As one of the most popular tourist destinations in the City of Gangneung, Hotel Tops Ville in Jeongdongjin is only two minutes away from the beach on foot. For this reason, the 'Ocean A,' 'Ocean B,' and 'Special Ocean' guestrooms offer a great view of the East Sea. The hotel has a seminar room and a cafeteria that serves breakfast. At night, you can see dozens of squid fishing boats that light up the sea. Right behind the hotel is a pine grove where you can take a walk. The hotel is very conveniently located as well, because the Coastal National Road and railway are right in front of it. Popular tourist destinations near the hotel include Jeongdongjin, Rail Bike, Jeongdongjin Time Museum, and Sandglass Park.",http://tong.visitkorea.or.kr/cms/resource/98/2398798_image2_1.jpg,"1007-34, Heonhwa-ro, Gangneung-si, Gangwon-do",129.0365700744,37.6856512717,popular tourist destinations city gangneung hotel tops ville jeongdongjin minutes away beach foot reason ocean ocean b special ocean guestrooms offer great view east sea hotel seminar room cafeteria serves breakfast night see dozens squid fishing boats light sea behind hotel pine grove take walk hotel conveniently coastal national road railway popular tourist destinations hotel jeongdongjin rail bike jeongdongjin time museum sandglass park,"['accommodation', 'hotel', 'jeongdongjin', 'ocean', 'destinations', 'tops']",accommodation
311,791377,76,Hwaam Mineral Spring [National Geopark] (화암약수 (강원고생대 국가지질공원)),"Hwaam Mineral Spring is one of the Eight Scenic Sites of Hwaam, and provides carbonated water said to be good for stomach discomfort and skin diseases. Interestingly, the stream water flowing through the valley is just regular freshwater. The reason for this is that the water passes through different types of rock on its way from the underground.",http://tong.visitkorea.or.kr/cms/resource/59/1948759_image2_1.jpg,"1330, Yaksu-gil, Jeongseon-gun, Gangwon-do",128.7856840399,37.329393047,hwaam mineral spring eight scenic sites hwaam carbonated water said stomach discomfort skin diseases interestingly stream water flowing valley regular freshwater reason water passes different types rock underground,"['nature', 'hwaam', 'water', 'discomfort', 'interestingly', 'carbonated']",nature
312,791341,76,Hwaam Tourist Attractions (Hwaam Eight Scenic Sites) (화암관광지(화암8경)),"Hwaam Tourist Attractions comprises the eight scenic sights of Hwaam. The winding road leading to the attractions offers a perfect sencery of the mountains and cliffs, as well as magnificent fall foliage in autumn. Sign posts are installed along the way to each of the sceneries to prevent tourists from getting  lost.

[Scenic Beauty 1] Hwaam Mineral Spring
At Hwaam Mineral Spring, water rises up through a rock crater located in Dong-myeon, Jeongseon. The water is said to be good for stomachaches, eye infections, and skin diseases; and, as it contains nine essential elements such as calcium and fluorine, it tastes crisp and clean. 

[Scenic Beauty 2] Turtle Rock 
Part of the path leading to Hwaam Mineral Spring is buttressed by a cliff, on which there is a rock that resembles the shape of a turtle.  

[Scenic Beauty 3] Yongmaso
With its clean water and wide sheets of rock, Yongmaso Lake is a popular attraction for vacationers. 

[Scenic Beauty 4] Hwaamdonggul Cave
Hwaamdonggul Cave used to be a gold mine that was commercially operated from 1922 to 1945. The nation’s 5th largest goldmine was, however, found to have natural stalactites, and later the cave was developed as the only theme-based cave that combined gold and nature. The stalactite area is an open space of 2,800㎡ and the length of the path open to visitors is 1,803 meters. The entire area consists of 5 chapters, which in turn constitute 41 zones; it takes about an hour and a half to see all of the zones. 

[Scenic Beauty 5] Hwapyoju Cliff
Hwapyoju is a cliff facing the entrance of Hwapyo-dong, which can be seen on the way from Hwaam-dong to Molundae. The cliff may appear as if a giant sharpened a large sheet of rock and placed it upright, or less imaginatively, as if two pillars are standing side by side. 


[Scenic Beauty 6] Sogeumgang River
The four-kilometer stretch from Hwapyoju to Molundae, surrounded with 100 to 150-meter high rock cliffs and thick forest, is called Sogeumgang River (small Geumgang River), meaning that its beautiful scenery is reminiscent of that of the breathtaking Geumgangsan 
Mountain.

[Scenic Beauty 7] Molundae Cliff
Molundae literally means ‘the cliff beyond which clouds disappear’. The tip of the steep cliff is adorned with three specimens of 500-year-old pine trees. Legend has it that gods would perch on the cliff’s top and enjoy the beautiful view. At the foot of the cliff lies a large sheet of rock that can accommodate hundreds of people. 

[Scenic Beauty 8] Gwangdaegok Valley
Gwangdaegok Valley is said to be the mysterious place where heaven, earth and clouds meet. The surrounding hills are very rough and bumpy, which makes the area a renowned mountain in Korea. There is a belief among wild-ginseng diggers that they can find great ginseng if they pray in Gwangdaegok, so it is a popular attraction for such prospectors.",http://tong.visitkorea.or.kr/cms/resource/12/175712_image2_1.jpg,"1328, Yaksu-gil, Jeongseon-gun, Gangwon-do",128.7856840399,37.329393047,hwaam tourist attractions comprises eight scenic sights hwaam winding road leading attractions perfect sencery mountains cliffs magnificent fall foliage autumn sign posts installed sceneries prevent tourists getting lost scenic beauty hwaam mineral spring hwaam mineral spring water rises rock crater dongmyeon jeongseon water said stomachaches eye infections skin diseases contains nine essential elements calcium fluorine tastes crisp clean scenic beauty turtle rock part path leading hwaam mineral spring buttressed cliff rock resembles shape turtle scenic beauty yongmaso clean water wide sheets rock yongmaso lake popular attraction vacationers scenic beauty hwaamdonggul cave hwaamdonggul cave used gold mine commercially operated nations th largest goldmine however found natural stalactites later cave developed themebased cave combined gold nature stalactite open space length path open visitors entire consists chapters turn constitute zones takes hour half see zones scenic beauty hwapyoju cliff hwapyoju cliff facing entrance hwapyodong seen hwaamdong molundae cliff may appear giant sharpened large sheet rock placed upright less imaginatively pillars standing side side scenic beauty sogeumgang river fourkilometer stretch hwapyoju molundae surrounded meter high rock cliffs thick forest called sogeumgang river small geumgang river beautiful scenery reminiscent breathtaking geumgangsan mountain scenic beauty molundae cliff molundae literally means cliff beyond clouds disappear tip steep cliff adorned three specimens yearold pine trees legend gods would perch cliffs top beautiful view foot cliff lies large sheet rock accommodate hundreds people scenic beauty gwangdaegok valley gwangdaegok valley said mysterious place heaven earth clouds meet surrounding hills rough bumpy makes renowned mountain belief among wildginseng diggers find great ginseng pray gwangdaegok popular attraction prospectors,"['nature', 'cliff', 'scenic', 'beauty', 'hwaam', 'molundae']",nature
313,791394,76,Hwaamdonggul Cave [Gangwon Paleozoic Geopark] (화암동굴 (강원고생대 국가지질공원)),"Hwaamdonggul Cave was originally a gold mine that was commercially operated from 1922 to 1945 as the nation’s fifth largest gold mine. However, the cave was found to have natural stalactites, and was later developed into the only theme-based cave that combined gold and nature. The ticket booth and the cave's entrance is located apart from each other, and visitors can either hike or ride on monorail to the entrance point. Hwaamdonggul Cave is not only a tourist attraction but also an educational venue where visitors can learn about the subterranean ecology of a stalactite cave and the process of gold mining and refining.",http://tong.visitkorea.or.kr/cms/resource/98/2444498_image2_1.JPG,"12, Hwaamdonggul-gil, Jeongseon-gun, Gangwon-do",128.7905635121,37.3508184512,hwaamdonggul cave originally gold mine commercially operated nations fifth largest gold mine however cave found natural stalactites later developed themebased cave combined gold nature ticket booth caves entrance apart visitors either hike ride monorail entrance point hwaamdonggul cave tourist attraction educational venue visitors learn subterranean ecology stalactite cave process gold mining refining,"['nature', 'gold', 'cave', 'hwaamdonggul', 'mine', 'entrance']",nature
314,1923440,76,Hwacheon Bimok Park (화천 비목공원),"Peace Dam was built over a period of 15 months from February 1987 to May 1988 with funds donated by the general public in response to North Korea’s construction of Geumgangsan Dam and a potential flooding attack. The flood control dam has proved its worth during the floods of 1995, 1996, and 1999 and it has become a major tourist destination over the years. Located in the vicinity of Peace Dam is Bimok Park, which is the origin of the famous national song “Bimok.”

In addition to the war monuments inside the park, there are around a dozen wooden crosses with rusty iron helmets placed on top within the barbed wire entanglements around the hill, thereby reminding visitors of the national tragedy of the Korean War. The county of Hwancheon hosts the Bimok Cultural Festival from June 3 to June 6 every year at Bimok Park, Bungeoseom Island by the town’s riverside, and the surrounding areas. The four-day festival offers a variety of events such as a singing contest, memorial ceremony of poetry reading, bimok tree cutting contest, rice ball eating contest, army life experience, military music parade, and more. 

Crossing over to Yanggu County from Peace Dam, there is a national security education place comprised of attractions like the 4th Underground Tunnel and Eulji Observatory. Paroho Lake Battlefield Tourist Park is also worth a visit after looking around Peace Dam. Also known as the “ocean within mountains,” Paroho is a manmade lake created as a result of the Hwacheon Dam construction in 1944. The lake is home to over 70 different species of freshwater fish such as mandarin fish and carp. It also holds the sorrowful history of the water burial of three whole divisions of the Chinese Forces in defending the lake during the Korean War. The name Paroho, meaning “enemy breaking lake,” was given after the late president of Korea, Rhee Syngman, visited the place and designated a plaque in his own handwriting in memory of obtaining victory in fierce battle. There is an observatory, a security hall, and a stone monument engraved with the poetry of Wolha Rhee Taegeuk (1913-2003).",http://tong.visitkorea.or.kr/cms/resource/87/172387_image2_1.jpg,"3481-70, Pyeonghwa-ro, Hwacheon-gun, Gangwon-do",127.8443008498,38.2128865669,peace dam period months february may funds donated general public response north koreas construction geumgangsan dam potential flooding attack flood control dam proved worth floods become major tourist destination years vicinity peace dam bimok park origin famous national song bimok addition war monuments inside park dozen wooden crosses rusty iron helmets placed top within barbed wire entanglements hill thereby reminding visitors national tragedy korean war county hwancheon hosts bimok cultural festival june june year bimok park bungeoseom island towns riverside surrounding areas fourday festival variety events singing contest memorial ceremony poetry reading bimok tree cutting contest rice ball eating contest army life experience military music parade crossing yanggu county peace dam national security education place comprised attractions th underground tunnel eulji observatory paroho lake battlefield tourist park worth looking peace dam known ocean within mountains paroho manmade lake created result hwacheon dam construction lake home different species freshwater fish mandarin fish carp holds sorrowful history water burial three whole divisions chinese forces defending lake korean war paroho enemy breaking lake given late president rhee syngman visited place designated plaque handwriting memory obtaining victory fierce battle observatory security hall stone monument engraved poetry wolha rhee taegeuk,"['nature', 'dam', 'bimok', 'peace', 'lake', 'paroho']",nature
315,685135,85,Hwacheon Sancheoneo Ice Festival (얼음나라 화천 산천어축제),"Hwacheon Sancheoneo Ice Festival takes place in Hwacheon-gun, Gangwon-do with plenty of snow and ice, perfect for a winter getaway. It was even introduced by CNN as one of the ""Seven Winter Wonders"" in 2011. The main event of the festival, ice fishing, takes place on the frozen Hwacheoncheon Stream. The festival has been visited by more than a million people, attesting to the festival's charm. In addition to the various festival programs such as ice fishing, ice sledding, and bobsled, visitors can get a taste of the freshly caught trout grilled on the spot.",http://tong.visitkorea.or.kr/cms/resource/99/2687799_image2_1.png,"137, Sancheoneo-gil, Hwacheon-gun, Gangwon-do",127.7099022603,38.1126818434,hwacheon sancheoneo ice festival takes place hwacheongun gangwondo plenty snow ice perfect winter getaway even introduced cnn seven winter wonders main event festival ice fishing takes place frozen hwacheoncheon stream festival visited million people attesting festivals charm addition festival programs ice fishing ice sledding bobsled visitors get taste freshly caught trout grilled spot,"['festival', 'ice', 'festival', 'takes', 'fishing', 'winter']",festival
316,264460,76,Hwajinpo Beach [National Geopark] (화진포 (강원평화지역 국가지질공원)),"Hwajinpo Lake is the largest lagoon in Korea, created by a section of the ocean being closed off when two opposing sand spits merged. This unique formation and the ecosystem that came to live on the sand bar are highly valued. The water in the lagoon was a mix of fresh and salt water, creating a special environment for aquatic animals of both types to live together. The lake is in the shape of a figure eight, with the southern lake being larger than the northern lake, although the northern lake is still connected with the ocean through a small stream.",http://tong.visitkorea.or.kr/cms/resource/87/217287_image2_1.jpg,"Hyeonnae-myeon, Goseong-gun, Gangwon-do",128.4391216433,38.4788446862,hwajinpo lake largest lagoon created section ocean closed opposing sand spits merged unique formation ecosystem came live sand bar highly valued water lagoon mix fresh salt water creating special environment aquatic animals types live together lake shape figure eight southern lake larger northern lake although northern lake still connected ocean small stream,"['nature', 'lake', 'lagoon', 'northern', 'live', 'sand']",nature
317,2359295,78,Hwajinpo History & Security Museum (화진포역사안보전시관),Next to Hwajinpo Lake and a dense forest of pine trees lays Hwajinpo History and Security Museum. Its premier location near amazing ecological sites makes the museum a popular destination to pay a visit. The museum holds goods used during warfare and other historical remains of former presidents. Various government officials had private villas in the area including former president Syngman Rhee.,,"33, Iseungmanbyeoljang-gil, Goseong-gun, Gangwon-do",128.436791546,38.4710316647,next hwajinpo lake dense forest pine trees lays hwajinpo history security museum premier location amazing ecological sites makes museum popular destination pay museum holds goods used warfare historical remains former presidents government officials private villas former president syngman rhee,"['culture', 'museum', 'hwajinpo', 'former', 'presidents', 'lays']",culture
318,264159,76,Hwajinpo Lake (화진포(화진포호)),"Hwajinpo Lake is the largest lagoon in Korea with its sand made from seashells and rocks that were broken down over thousands of years. With soft sand and shallow waters, it is a popular beach location. In winter, various migratory birds and swans can be seen, as the birds enjoy clean water and food from the field of reeds. Because of its excellent scenery, Kim Il-seong of North Korea and the former South Korean President Rhee Syngman and Vice-president Lee Ki-poong had summer houses here. It also has Hwajinpo Museum of History with more than 40,000 artifacts from 1,500 species.",http://tong.visitkorea.or.kr/cms/resource/98/2369998_image2_1.jpg,"Geojin-eup, Goseong-gun, Gangwon-do",128.4367778262,38.4657017316,hwajinpo lake largest lagoon sand made seashells rocks broken thousands years soft sand shallow waters popular beach location winter migratory birds swans seen birds clean water food field reeds excellent scenery kim ilseong north former south korean president rhee syngman vicepresident lee kipoong summer houses hwajinpo museum history artifacts species,"['nature', 'birds', 'hwajinpo', 'sand', 'broken', 'seashells']",nature
319,2673590,82,Hwangjeongsuk Makguksu (황정숙막국수),"It is a restaurant with 30 years of tradition. This restaurant's signature menu is buckwheat noodles. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/28/2670928_image2_1.jpg,"43, Jonghabundongjang-gil, Gangneung-si, Gangwon-do",128.8939051643,37.7744548845,restaurant years tradition restaurants signature menu buckwheat noodles korean dishes restaurant gangneungsi gangwondo,"['food', 'tradition', 'restaurant', 'buckwheat', 'years', 'noodles']",food
320,1756327,76,Hwangji Pond (황지연못),"Hwangji Pond, located in downtown Taebaek, is a source of the Nakdonggang River, flowing all the way to the Yeongnam Plain. The pond is divided into three sections: Sangji, with a diameter of 100 meters, Jungji and Haji. Although it is small in size, the pond supplies 5,000 tons of water a day.",http://tong.visitkorea.or.kr/cms/resource/10/2611510_image2_1.jpg,"12, Hwangjiyeonmot-gil, Taebaek-si, Gangwon-do",128.9910509427,37.1727622365,hwangji pond downtown taebaek source nakdonggang river flowing yeongnam plain pond divided three sections sangji diameter jungji haji although small size pond supplies tons water day,"['nature', 'pond', 'sangji', 'nakdonggang', 'yeongnam', 'haji']",nature
321,264551,76,Hwanseongul Cave  (Daei-ri Cave System) (환선굴 (대이리 동굴지대)),"Hwanseongul Cave is the largest limestone cave in Asia, formed estimated 530 million years ago. The cafe features fantastic rocks in various shapes, stalagmites, and stalactites. There have been 47 new breeds of animals discovered in Hwanseongul Cave, with four of these being found to only live in this cave. In April 2010, a monorail was installed within the cave to make it more convenient for people to see all the natural habitat.",http://tong.visitkorea.or.kr/cms/resource/29/2037129_image2_1.jpg,"800, Hwanseon-ro, Samcheok-si, Gangwon-do",129.0212519227,37.3264090504,hwanseongul cave largest limestone cave asia formed estimated million years ago cafe features fantastic rocks shapes stalagmites stalactites new breeds animals discovered hwanseongul cave four found live cave april monorail installed within cave make convenient people see natural habitat,"['nature', 'cave', 'hwanseongul', 'breeds', 'stalagmites', 'shapes']",nature
322,2654959,82,Hyeoksin Haejangguk (혁신해장국),"This is a Korean cuisine located in Wonju-si, Gangwon-do. Experience various kinds of Korean haejangguk (hangover soup). The representative menu is pork back-bone hangover soup.",http://tong.visitkorea.or.kr/cms/resource/79/2664179_image2_1.jpg,"25, Geongang-ro, Wonju-si, Gangwon-do",127.9880558839,37.3250701198,korean cuisine wonjusi gangwondo experience kinds korean haejangguk hangover soup representative menu pork backbone hangover soup,"['food', 'hangover', 'soup', 'backbone', 'haejangguk', 'kinds']",food
323,2694629,82,Hyeoksin Sutbul Gui (혁신숯불구이),"Not only family gatherings but also group dinners are available. This Korean dishes restaurant is located in Wonju-si, Gangwon-do. The most famous menu is grilled pork belly.",http://tong.visitkorea.or.kr/cms/resource/12/2701312_image2_1.jpg,"31, Ungbi, 2-gil, Wonju-si, Gangwon-do",127.989502897,37.3277531702,family gatherings group dinners available korean dishes restaurant wonjusi gangwondo famous menu grilled pork belly,"['food', 'dinners', 'gatherings', 'group', 'belly', 'pork']",food
324,2694529,82,Hyeondae Jangkalguksu - Noam Branch (현대장칼국수 노암),"A store that has been featured several times in Korean gourmet programs. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is noodle soup.",http://tong.visitkorea.or.kr/cms/resource/74/2684974_image2_1.jpg,"90, Nambu-ro, Gangneung-si, Gangwon-do",128.890581532,37.7398949287,store featured several times korean gourmet programs korean dishes restaurant gangneungsi gangwondo representative menu noodle soup,"['food', 'featured', 'gourmet', 'times', 'store', 'noodle']",food
325,293080,85,Hyoseok Cultural Festival (평창효석문화제),"Hyoseok Cultural Festival is held to commemorate Korean writer Lee Hyo-seok and his popular novel ""When Buckwheat Flowers Bloom,"" which mainly takes place in Bongpyeong. The festival offers diverse programs inspired by the book, allowing visitors to explore the author's work as well as the beauty of Bongpyeong with its buckwheat flowers in full bloom. Visitors can also get to know more about the author by visiting the Lee Hyo-seok Culture Village and the Lee Hyo-seok Memorial Hall located near the festival venue.",http://tong.visitkorea.or.kr/cms/resource/09/2688609_image2_1.png,"157, Ihyoseok-gil, Pyeongchang-gun, Gangwon-do",128.3753929122,37.6146411618,hyoseok cultural festival held commemorate korean writer lee hyoseok popular novel buckwheat flowers bloom mainly takes place bongpyeong festival diverse programs inspired book allowing visitors explore authors work beauty bongpyeong buckwheat flowers full bloom visitors get know author visiting lee hyoseok culture village lee hyoseok memorial hall festival venue,"['festival', 'hyoseok', 'lee', 'bongpyeong', 'festival', 'bloom']",festival
326,2010434,76,Hyoseok Culture Village Buckwheat Food Street (효석문화마을 메밀음식거리),"The Hyoseok Culture Village is the place where author Lee Hyo-seok (penname “Gasan”) was born and raised. The village is also the setting of the author’s story ""When Buckwheat Flowers Bloom,” one of the most celebrated Korean short stories to date. Since 1999, the Hyoseok Cultural Festival has been held here every September to commemorate the writer. Visitors to the festival can enjoy various foods and events as well as a replica of scenes from the book. For those that are searching for a more tranquil visit, avoid the month of September, when the buckwheat flowers are in full bloom. Don't forget to try all the different <em>memil</em> (buckwheat) dishes offered throughout the area all year round.",http://tong.visitkorea.or.kr/cms/resource/60/735060_image2_1.jpg,"31, Gipung 3-gil, Pyeongchang-gun, Gangwon-do",128.3777093419,37.6155688764,hyoseok culture village place author lee hyoseok penname gasan born raised village setting authors story buckwheat flowers bloom celebrated korean short stories date hyoseok cultural festival held september commemorate writer visitors festival foods events replica scenes book searching tranquil avoid month september buckwheat flowers full bloom dont forget try different emmemilem buckwheat dishes offered throughout year round,"['nature', 'hyoseok', 'buckwheat', 'september', 'bloom', 'flowers']",nature
327,349511,80,I'Park Condominium (아이파크콘도),I'Park Condominium aims to make each guest’s stay a wonderful experience.,http://tong.visitkorea.or.kr/cms/resource/85/1581485_image2_1.jpg,"75-16, Goseong-daero, Goseong-gun, Gangwon-do",128.5047241014,38.2094773787,ipark condominium aims make guests stay wonderful experience,"['accommodation', 'ipark', 'aims', 'wonderful', 'condominium', 'stay']",accommodation
328,2693080,82,Ibamdong Ireonmase Onda (입암동이런맛에온다),"It is a place where you can enjoy grilled special pork parts. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is grilled special cuts.",http://tong.visitkorea.or.kr/cms/resource/15/2684715_image2_1.jpg,"4-1, Ibam-ro 148beon-gil, Gangneung-si, Gangwon-do",128.9179062703,37.7585960766,place grilled special pork korean dishes restaurant gangneungsi gangwondo famous menu grilled special cuts,"['food', 'special', 'grilled', 'cuts', 'pork', 'famous']",food
